state,eaindex,year,quarter,year_quarter,date,country,region,amlo_vic,naim,covid,eaindexi
Aguascalientes,86.7,2010,1,2010 Q1,2010-04-01,MEX,Región Centro-Norte,0,0,0,66.38591117917305
Aguascalientes,87,2010,2,2010 Q2,2010-07-01,MEX,Región Centro-Norte,0,0,0,66.6156202143951
Aguascalientes,89.7,2010,3,2010 Q3,2010-10-01,MEX,Región Centro-Norte,0,0,0,68.68300153139357
Aguascalientes,88.8,2010,4,2010 Q4,2011-01-01,MEX,Región Centro-Norte,0,0,0,67.99387442572741
Aguascalientes,89.7,2011,1,2011 Q1,2011-04-01,MEX,Región Centro-Norte,0,0,0,68.68300153139357
Aguascalientes,91.1,2011,2,2011 Q2,2011-07-01,MEX,Región Centro-Norte,0,0,0,69.75497702909648
Aguascalientes,92.3,2011,3,2011 Q3,2011-10-01,MEX,Región Centro-Norte,0,0,0,70.67381316998468
Aguascalientes,94.7,2011,4,2011 Q4,2012-01-01,MEX,Región Centro-Norte,0,0,0,72.5114854517611
Aguascalientes,96.1,2012,1,2012 Q1,2012-04-01,MEX,Región Centro-Norte,0,0,0,73.58346094946401
Aguascalientes,96.8,2012,2,2012 Q2,2012-07-01,MEX,Región Centro-Norte,0,0,0,74.11944869831547
Aguascalientes,96.8,2012,3,2012 Q3,2012-10-01,MEX,Región Centro-Norte,0,0,0,74.11944869831547
Aguascalientes,98.5,2012,4,2012 Q4,2013-01-01,MEX,Región Centro-Norte,0,0,0,75.42113323124043
Aguascalientes,99.4,2013,1,2013 Q1,2013-04-01,MEX,Región Centro-Norte,0,0,0,76.11026033690659
Aguascalientes,99.7,2013,2,2013 Q2,2013-07-01,MEX,Región Centro-Norte,0,0,0,76.33996937212865
Aguascalientes,100.9,2013,3,2013 Q3,2013-10-01,MEX,Región Centro-Norte,0,0,0,77.25880551301685
Aguascalientes,100.1,2013,4,2013 Q4,2014-01-01,MEX,Región Centro-Norte,0,0,0,76.64624808575805
Aguascalientes,108.6,2014,1,2014 Q1,2014-04-01,MEX,Región Centro-Norte,0,0,0,83.15467075038285
Aguascalientes,109.2,2014,2,2014 Q2,2014-07-01,MEX,Región Centro-Norte,0,0,0,83.61408882082696
Aguascalientes,110.4,2014,3,2014 Q3,2014-10-01,MEX,Región Centro-Norte,0,0,0,84.53292496171517
Aguascalientes,112.8,2014,4,2014 Q4,2015-01-01,MEX,Región Centro-Norte,0,0,0,86.37059724349157
Aguascalientes,112.4,2015,1,2015 Q1,2015-04-01,MEX,Región Centro-Norte,0,0,0,86.06431852986218
Aguascalientes,113.8,2015,2,2015 Q2,2015-07-01,MEX,Región Centro-Norte,0,0,0,87.13629402756509
Aguascalientes,115.9,2015,3,2015 Q3,2015-10-01,MEX,Región Centro-Norte,0,0,0,88.74425727411945
Aguascalientes,116.7,2015,4,2015 Q4,2016-01-01,MEX,Región Centro-Norte,0,0,0,89.356814701378255
Aguascalientes,118.4,2016,1,2016 Q1,2016-04-01,MEX,Región Centro-Norte,0,0,0,90.65849923430322
Aguascalientes,123.7,2016,2,2016 Q2,2016-07-01,MEX,Región Centro-Norte,0,0,0,94.7166921898928
Aguascalientes,123.8,2016,3,2016 Q3,2016-10-01,MEX,Región Centro-Norte,0,0,0,94.79326186830016
Aguascalientes,124,2016,4,2016 Q4,2017-01-01,MEX,Región Centro-Norte,0,0,0,94.94640122511487
Aguascalientes,127,2017,1,2017 Q1,2017-04-01,MEX,Región Centro-Norte,0,0,0,97.24349157733539
Aguascalientes,124.5,2017,2,2017 Q2,2017-07-01,MEX,Región Centro-Norte,0,0,0,95.32924961715162
Aguascalientes,126.3,2017,3,2017 Q3,2017-10-01,MEX,Región Centro-Norte,0,0,0,96.70750382848392
Aguascalientes,124,2017,4,2017 Q4,2018-01-01,MEX,Región Centro-Norte,0,0,0,94.94640122511487
Aguascalientes,131.6,2018,1,2018 Q1,2018-04-01,MEX,Región Centro-Norte,0,0,0,100.7656967840735
Aguascalientes,127.7,2018,2,2018 Q2,2018-07-01,MEX,Región Centro-Norte,1,0,0,97.77947932618683
Aguascalientes,130.6,2018,3,2018 Q3,2018-10-01,MEX,Región Centro-Norte,1,0,0,100
Aguascalientes,130.7,2018,4,2018 Q4,2019-01-01,MEX,Región Centro-Norte,1,1,0,100.07656967840734
Aguascalientes,127.8,2019,1,2019 Q1,2019-04-01,MEX,Región Centro-Norte,1,1,0,97.85604900459418
Aguascalientes,129.8,2019,2,2019 Q2,2019-07-01,MEX,Región Centro-Norte,1,1,0,99.38744257274121
Aguascalientes,129.8,2019,3,2019 Q3,2019-10-01,MEX,Región Centro-Norte,1,1,0,99.38744257274121
Aguascalientes,127.5,2019,4,2019 Q4,2020-01-01,MEX,Región Centro-Norte,1,1,0,97.62633996937214
Baja California,89.6,2010,1,2010 Q1,2010-04-01,MEX,Región Norte,0,0,0,73.74485596707818
Baja California,92.2,2010,2,2010 Q2,2010-07-01,MEX,Región Norte,0,0,0,75.88477366255144
Baja California,92.6,2010,3,2010 Q3,2010-10-01,MEX,Región Norte,0,0,0,76.21399176954732
Baja California,93.4,2010,4,2010 Q4,2011-01-01,MEX,Región Norte,0,0,0,76.8724279835391
Baja California,93.7,2011,1,2011 Q1,2011-04-01,MEX,Región Norte,0,0,0,77.11934156378601
Baja California,93.2,2011,2,2011 Q2,2011-07-01,MEX,Región Norte,0,0,0,76.70781893004116
Baja California,95,2011,3,2011 Q3,2011-10-01,MEX,Región Norte,0,0,0,78.18930041152264
Baja California,96.6,2011,4,2011 Q4,2012-01-01,MEX,Región Norte,0,0,0,79.50617283950618
Baja California,96.5,2012,1,2012 Q1,2012-04-01,MEX,Región Norte,0,0,0,79.42386831275721
Baja California,98.1,2012,2,2012 Q2,2012-07-01,MEX,Región Norte,0,0,0,80.74074074074073
Baja California,98.4,2012,3,2012 Q3,2012-10-01,MEX,Región Norte,0,0,0,80.98765432098766
Baja California,98.7,2012,4,2012 Q4,2013-01-01,MEX,Región Norte,0,0,0,81.23456790123457
Baja California,99.4,2013,1,2013 Q1,2013-04-01,MEX,Región Norte,0,0,0,81.81069958847738
Baja California,99.6,2013,2,2013 Q2,2013-07-01,MEX,Región Norte,0,0,0,81.9753086419753
Baja California,101.1,2013,3,2013 Q3,2013-10-01,MEX,Región Norte,0,0,0,83.20987654320987
Baja California,99.8,2013,4,2013 Q4,2014-01-01,MEX,Región Norte,0,0,0,82.13991769547326
Baja California,100.1,2014,1,2014 Q1,2014-04-01,MEX,Región Norte,0,0,0,82.38683127572017
Baja California,102.2,2014,2,2014 Q2,2014-07-01,MEX,Región Norte,0,0,0,84.11522633744856
Baja California,102.9,2014,3,2014 Q3,2014-10-01,MEX,Región Norte,0,0,0,84.69135802469137
Baja California,105.4,2014,4,2014 Q4,2015-01-01,MEX,Región Norte,0,0,0,86.74897119341564
Baja California,108.1,2015,1,2015 Q1,2015-04-01,MEX,Región Norte,0,0,0,88.97119341563786
Baja California,108.2,2015,2,2015 Q2,2015-07-01,MEX,Región Norte,0,0,0,89.05349794238684
Baja California,111,2015,3,2015 Q3,2015-10-01,MEX,Región Norte,0,0,0,91.35802469135803
Baja California,112.1,2015,4,2015 Q4,2016-01-01,MEX,Región Norte,0,0,0,92.2633744855967
Baja California,112.6,2016,1,2016 Q1,2016-04-01,MEX,Región Norte,0,0,0,92.67489711934157
Baja California,113.5,2016,2,2016 Q2,2016-07-01,MEX,Región Norte,0,0,0,93.4156378600823
Baja California,116.2,2016,3,2016 Q3,2016-10-01,MEX,Región Norte,0,0,0,95.63786008230453
Baja California,117.9,2016,4,2016 Q4,2017-01-01,MEX,Región Norte,0,0,0,97.03703703703704
Baja California,117.2,2017,1,2017 Q1,2017-04-01,MEX,Región Norte,0,0,0,96.46090534979425
Baja California,118.5,2017,2,2017 Q2,2017-07-01,MEX,Región Norte,0,0,0,97.53086419753086
Baja California,119.4,2017,3,2017 Q3,2017-10-01,MEX,Región Norte,0,0,0,98.27160493827161
Baja California,120.4,2017,4,2017 Q4,2018-01-01,MEX,Región Norte,0,0,0,99.09465020576133
Baja California,120.7,2018,1,2018 Q1,2018-04-01,MEX,Región Norte,0,0,0,99.34156378600824
Baja California,123,2018,2,2018 Q2,2018-07-01,MEX,Región Norte,1,0,0,101.23456790123457
Baja California,121.5,2018,3,2018 Q3,2018-10-01,MEX,Región Norte,1,0,0,100
Baja California,121.4,2018,4,2018 Q4,2019-01-01,MEX,Región Norte,1,1,0,99.91769547325103
Baja California,123.6,2019,1,2019 Q1,2019-04-01,MEX,Región Norte,1,1,0,101.72839506172839
Baja California,123.2,2019,2,2019 Q2,2019-07-01,MEX,Región Norte,1,1,0,101.39917695473251
Baja California,124.8,2019,3,2019 Q3,2019-10-01,MEX,Región Norte,1,1,0,102.71604938271605
Baja California,122.9,2019,4,2019 Q4,2020-01-01,MEX,Región Norte,1,1,0,101.1522633744856
Baja California Sur,97,2010,1,2010 Q1,2010-04-01,MEX,Región Norte,0,0,0,61.27605811749841
Baja California Sur,95.1,2010,2,2010 Q2,2010-07-01,MEX,Región Norte,0,0,0,60.075805432722674
Baja California Sur,95.9,2010,3,2010 Q3,2010-10-01,MEX,Región Norte,0,0,0,60.581174984207195
Baja California Sur,96.5,2010,4,2010 Q4,2011-01-01,MEX,Región Norte,0,0,0,60.96020214782059
Baja California Sur,100.9,2011,1,2011 Q1,2011-04-01,MEX,Región Norte,0,0,0,63.73973468098547
Baja California Sur,97.5,2011,2,2011 Q2,2011-07-01,MEX,Región Norte,0,0,0,61.59191408717625
Baja California Sur,100.1,2011,3,2011 Q3,2011-10-01,MEX,Región Norte,0,0,0,63.23436512950094
Baja California Sur,100.1,2011,4,2011 Q4,2012-01-01,MEX,Región Norte,0,0,0,63.23436512950094
Baja California Sur,100.3,2012,1,2012 Q1,2012-04-01,MEX,Región Norte,0,0,0,63.36070751737207
Baja California Sur,104.1,2012,2,2012 Q2,2012-07-01,MEX,Región Norte,0,0,0,65.76121288692356
Baja California Sur,101.3,2012,3,2012 Q3,2012-10-01,MEX,Región Norte,0,0,0,63.992419456727724
Baja California Sur,102,2012,4,2012 Q4,2013-01-01,MEX,Región Norte,0,0,0,64.43461781427669
Baja California Sur,98.5,2013,1,2013 Q1,2013-04-01,MEX,Región Norte,0,0,0,62.223626026531896
Baja California Sur,98.3,2013,2,2013 Q2,2013-07-01,MEX,Región Norte,0,0,0,62.09728363866076
Baja California Sur,100.5,2013,3,2013 Q3,2013-10-01,MEX,Región Norte,0,0,0,63.48704990524321
Baja California Sur,102.3,2013,4,2013 Q4,2014-01-01,MEX,Región Norte,0,0,0,64.62413139608338
Baja California Sur,101.9,2014,1,2014 Q1,2014-04-01,MEX,Región Norte,0,0,0,64.37144662034112
Baja California Sur,100.3,2014,2,2014 Q2,2014-07-01,MEX,Región Norte,0,0,0,63.36070751737207
Baja California Sur,100.5,2014,3,2014 Q3,2014-10-01,MEX,Región Norte,0,0,0,63.48704990524321
Baja California Sur,100.5,2014,4,2014 Q4,2015-01-01,MEX,Región Norte,0,0,0,63.48704990524321
Baja California Sur,117,2015,1,2015 Q1,2015-04-01,MEX,Región Norte,0,0,0,73.9102969046115
Baja California Sur,115.4,2015,2,2015 Q2,2015-07-01,MEX,Región Norte,0,0,0,72.89955780164244
Baja California Sur,110.4,2015,3,2015 Q3,2015-10-01,MEX,Región Norte,0,0,0,69.74099810486419
Baja California Sur,110.7,2015,4,2015 Q4,2016-01-01,MEX,Región Norte,0,0,0,69.93051168667087
Baja California Sur,114.1,2016,1,2016 Q1,2016-04-01,MEX,Región Norte,0,0,0,72.0783322804801
Baja California Sur,112.8,2016,2,2016 Q2,2016-07-01,MEX,Región Norte,0,0,0,71.25710675931775
Baja California Sur,115.5,2016,3,2016 Q3,2016-10-01,MEX,Región Norte,0,0,0,72.962728995578
Baja California Sur,122.7,2016,4,2016 Q4,2017-01-01,MEX,Región Norte,0,0,0,77.51105495893871
Baja California Sur,121.8,2017,1,2017 Q1,2017-04-01,MEX,Región Norte,0,0,0,76.94251421351863
Baja California Sur,125.5,2017,2,2017 Q2,2017-07-01,MEX,Región Norte,0,0,0,79.27984838913454
Baja California Sur,133.8,2017,3,2017 Q3,2017-10-01,MEX,Región Norte,0,0,0,84.52305748578648
Baja California Sur,133.7,2017,4,2017 Q4,2018-01-01,MEX,Región Norte,0,0,0,84.4598862918509
Baja California Sur,146.7,2018,1,2018 Q1,2018-04-01,MEX,Región Norte,0,0,0,92.6721415034744
Baja California Sur,152.9,2018,2,2018 Q2,2018-07-01,MEX,Región Norte,1,0,0,96.58875552747946
Baja California Sur,158.3,2018,3,2018 Q3,2018-10-01,MEX,Región Norte,1,0,0,100
Baja California Sur,143.3,2018,4,2018 Q4,2019-01-01,MEX,Región Norte,1,1,0,90.52432090966519
Baja California Sur,139.8,2019,1,2019 Q1,2019-04-01,MEX,Región Norte,1,1,0,88.3133291219204
Baja California Sur,140.3,2019,2,2019 Q2,2019-07-01,MEX,Región Norte,1,1,0,88.62918509159823
Baja California Sur,138.5,2019,3,2019 Q3,2019-10-01,MEX,Región Norte,1,1,0,87.49210360075806
Baja California Sur,133.7,2019,4,2019 Q4,2020-01-01,MEX,Región Norte,1,1,0,84.4598862918509
Campeche,105.8,2010,1,2010 Q1,2010-04-01,MEX,Región Sur-Sureste,0,0,0,143.36043360433604
Campeche,105.1,2010,2,2010 Q2,2010-07-01,MEX,Región Sur-Sureste,0,0,0,142.4119241192412
Campeche,104,2010,3,2010 Q3,2010-10-01,MEX,Región Sur-Sureste,0,0,0,140.92140921409217
Campeche,103.3,2010,4,2010 Q4,2011-01-01,MEX,Región Sur-Sureste,0,0,0,139.97289972899728
Campeche,102.8,2011,1,2011 Q1,2011-04-01,MEX,Región Sur-Sureste,0,0,0,139.29539295392954
Campeche,100.9,2011,2,2011 Q2,2011-07-01,MEX,Región Sur-Sureste,0,0,0,136.7208672086721
Campeche,98.2,2011,3,2011 Q3,2011-10-01,MEX,Región Sur-Sureste,0,0,0,133.06233062330622
Campeche,101,2011,4,2011 Q4,2012-01-01,MEX,Región Sur-Sureste,0,0,0,136.85636856368563
Campeche,98.4,2012,1,2012 Q1,2012-04-01,MEX,Región Sur-Sureste,0,0,0,133.33333333333334
Campeche,97.9,2012,2,2012 Q2,2012-07-01,MEX,Región Sur-Sureste,0,0,0,132.6558265582656
Campeche,99.4,2012,3,2012 Q3,2012-10-01,MEX,Región Sur-Sureste,0,0,0,134.68834688346885
Campeche,100.7,2012,4,2012 Q4,2013-01-01,MEX,Región Sur-Sureste,0,0,0,136.449864498645
Campeche,99.8,2013,1,2013 Q1,2013-04-01,MEX,Región Sur-Sureste,0,0,0,135.23035230352303
Campeche,99.8,2013,2,2013 Q2,2013-07-01,MEX,Región Sur-Sureste,0,0,0,135.23035230352303
Campeche,100.2,2013,3,2013 Q3,2013-10-01,MEX,Región Sur-Sureste,0,0,0,135.77235772357724
Campeche,100.3,2013,4,2013 Q4,2014-01-01,MEX,Región Sur-Sureste,0,0,0,135.9078590785908
Campeche,98.1,2014,1,2014 Q1,2014-04-01,MEX,Región Sur-Sureste,0,0,0,132.9268292682927
Campeche,95.3,2014,2,2014 Q2,2014-07-01,MEX,Región Sur-Sureste,0,0,0,129.13279132791328
Campeche,93.1,2014,3,2014 Q3,2014-10-01,MEX,Región Sur-Sureste,0,0,0,126.15176151761518
Campeche,94,2014,4,2014 Q4,2015-01-01,MEX,Región Sur-Sureste,0,0,0,127.37127371273714
Campeche,92.1,2015,1,2015 Q1,2015-04-01,MEX,Región Sur-Sureste,0,0,0,124.79674796747969
Campeche,86.5,2015,2,2015 Q2,2015-07-01,MEX,Región Sur-Sureste,0,0,0,117.20867208672088
Campeche,88,2015,3,2015 Q3,2015-10-01,MEX,Región Sur-Sureste,0,0,0,119.24119241192412
Campeche,87.1,2015,4,2015 Q4,2016-01-01,MEX,Región Sur-Sureste,0,0,0,118.02168021680217
Campeche,87,2016,1,2016 Q1,2016-04-01,MEX,Región Sur-Sureste,0,0,0,117.88617886178862
Campeche,82.6,2016,2,2016 Q2,2016-07-01,MEX,Región Sur-Sureste,0,0,0,111.92411924119241
Campeche,82.8,2016,3,2016 Q3,2016-10-01,MEX,Región Sur-Sureste,0,0,0,112.19512195121952
Campeche,80.8,2016,4,2016 Q4,2017-01-01,MEX,Región Sur-Sureste,0,0,0,109.4850948509485
Campeche,78.5,2017,1,2017 Q1,2017-04-01,MEX,Región Sur-Sureste,0,0,0,106.36856368563686
Campeche,75.7,2017,2,2017 Q2,2017-07-01,MEX,Región Sur-Sureste,0,0,0,102.57452574525745
Campeche,71.3,2017,3,2017 Q3,2017-10-01,MEX,Región Sur-Sureste,0,0,0,96.61246612466124
Campeche,72.9,2017,4,2017 Q4,2018-01-01,MEX,Región Sur-Sureste,0,0,0,98.78048780487806
Campeche,73.8,2018,1,2018 Q1,2018-04-01,MEX,Región Sur-Sureste,0,0,0,100
Campeche,73.7,2018,2,2018 Q2,2018-07-01,MEX,Región Sur-Sureste,1,0,0,99.86449864498645
Campeche,73.8,2018,3,2018 Q3,2018-10-01,MEX,Región Sur-Sureste,1,0,0,100
Campeche,72.3,2018,4,2018 Q4,2019-01-01,MEX,Región Sur-Sureste,1,1,0,97.96747967479675
Campeche,71.8,2019,1,2019 Q1,2019-04-01,MEX,Región Sur-Sureste,1,1,0,97.289972899729
Campeche,71.7,2019,2,2019 Q2,2019-07-01,MEX,Región Sur-Sureste,1,1,0,97.15447154471546
Campeche,72.1,2019,3,2019 Q3,2019-10-01,MEX,Región Sur-Sureste,1,1,0,97.69647696476964
Campeche,71.3,2019,4,2019 Q4,2020-01-01,MEX,Región Sur-Sureste,1,1,0,96.61246612466124
Coahuila de Zaragoza,87.6,2010,1,2010 Q1,2010-04-01,MEX,Región Norte,0,0,0,77.59078830823736
Coahuila de Zaragoza,90.4,2010,2,2010 Q2,2010-07-01,MEX,Región Norte,0,0,0,80.07085916740479
Coahuila de Zaragoza,92.6,2010,3,2010 Q3,2010-10-01,MEX,Región Norte,0,0,0,82.0194862710363
Coahuila de Zaragoza,93.7,2010,4,2010 Q4,2011-01-01,MEX,Región Norte,0,0,0,82.99379982285208
Coahuila de Zaragoza,97,2011,1,2011 Q1,2011-04-01,MEX,Región Norte,0,0,0,85.91674047829937
Coahuila de Zaragoza,95.5,2011,2,2011 Q2,2011-07-01,MEX,Región Norte,0,0,0,84.5881310894597
Coahuila de Zaragoza,97.5,2011,3,2011 Q3,2011-10-01,MEX,Región Norte,0,0,0,86.35961027457927
Coahuila de Zaragoza,99.1,2011,4,2011 Q4,2012-01-01,MEX,Región Norte,0,0,0,87.77679362267492
Coahuila de Zaragoza,101.7,2012,1,2012 Q1,2012-04-01,MEX,Región Norte,0,0,0,90.07971656333038
Coahuila de Zaragoza,103,2012,2,2012 Q2,2012-07-01,MEX,Región Norte,0,0,0,91.2311780336581
Coahuila de Zaragoza,102.5,2012,3,2012 Q3,2012-10-01,MEX,Región Norte,0,0,0,90.7883082373782
Coahuila de Zaragoza,100.3,2012,4,2012 Q4,2013-01-01,MEX,Región Norte,0,0,0,88.83968113374667
Coahuila de Zaragoza,98.7,2013,1,2013 Q1,2013-04-01,MEX,Región Norte,0,0,0,87.42249778565102
Coahuila de Zaragoza,99.4,2013,2,2013 Q2,2013-07-01,MEX,Región Norte,0,0,0,88.04251550044287
Coahuila de Zaragoza,100.4,2013,3,2013 Q3,2013-10-01,MEX,Región Norte,0,0,0,88.92825509300266
Coahuila de Zaragoza,101.7,2013,4,2013 Q4,2014-01-01,MEX,Región Norte,0,0,0,90.07971656333038
Coahuila de Zaragoza,103,2014,1,2014 Q1,2014-04-01,MEX,Región Norte,0,0,0,91.2311780336581
Coahuila de Zaragoza,103.2,2014,2,2014 Q2,2014-07-01,MEX,Región Norte,0,0,0,91.40832595217006
Coahuila de Zaragoza,104.2,2014,3,2014 Q3,2014-10-01,MEX,Región Norte,0,0,0,92.29406554472985
Coahuila de Zaragoza,105.4,2014,4,2014 Q4,2015-01-01,MEX,Región Norte,0,0,0,93.3569530558016
Coahuila de Zaragoza,103.4,2015,1,2015 Q1,2015-04-01,MEX,Región Norte,0,0,0,91.58547387068202
Coahuila de Zaragoza,103.5,2015,2,2015 Q2,2015-07-01,MEX,Región Norte,0,0,0,91.674047829938
Coahuila de Zaragoza,106.8,2015,3,2015 Q3,2015-10-01,MEX,Región Norte,0,0,0,94.5969884853853
Coahuila de Zaragoza,105.7,2015,4,2015 Q4,2016-01-01,MEX,Región Norte,0,0,0,93.62267493356953
Coahuila de Zaragoza,105.2,2016,1,2016 Q1,2016-04-01,MEX,Región Norte,0,0,0,93.17980513728963
Coahuila de Zaragoza,104.8,2016,2,2016 Q2,2016-07-01,MEX,Región Norte,0,0,0,92.82550930026572
Coahuila de Zaragoza,106.4,2016,3,2016 Q3,2016-10-01,MEX,Región Norte,0,0,0,94.24269264836138
Coahuila de Zaragoza,108.1,2016,4,2016 Q4,2017-01-01,MEX,Región Norte,0,0,0,95.74844995571301
Coahuila de Zaragoza,111.2,2017,1,2017 Q1,2017-04-01,MEX,Región Norte,0,0,0,98.49424269264836
Coahuila de Zaragoza,111.5,2017,2,2017 Q2,2017-07-01,MEX,Región Norte,0,0,0,98.75996457041629
Coahuila de Zaragoza,111.6,2017,3,2017 Q3,2017-10-01,MEX,Región Norte,0,0,0,98.84853852967227
Coahuila de Zaragoza,113.1,2017,4,2017 Q4,2018-01-01,MEX,Región Norte,0,0,0,100.17714791851195
Coahuila de Zaragoza,113.4,2018,1,2018 Q1,2018-04-01,MEX,Región Norte,0,0,0,100.4428697962799
Coahuila de Zaragoza,114,2018,2,2018 Q2,2018-07-01,MEX,Región Norte,1,0,0,100.97431355181577
Coahuila de Zaragoza,112.9,2018,3,2018 Q3,2018-10-01,MEX,Región Norte,1,0,0,100
Coahuila de Zaragoza,112,2018,4,2018 Q4,2019-01-01,MEX,Región Norte,1,1,0,99.2028343666962
Coahuila de Zaragoza,112.1,2019,1,2019 Q1,2019-04-01,MEX,Región Norte,1,1,0,99.29140832595216
Coahuila de Zaragoza,112.7,2019,2,2019 Q2,2019-07-01,MEX,Región Norte,1,1,0,99.82285208148805
Coahuila de Zaragoza,114.7,2019,3,2019 Q3,2019-10-01,MEX,Región Norte,1,1,0,101.59433126660761
Coahuila de Zaragoza,109.6,2019,4,2019 Q4,2020-01-01,MEX,Región Norte,1,1,0,97.0770593445527
Colima,87.7,2010,1,2010 Q1,2010-04-01,MEX,Región Centro-Norte,0,0,0,75.73402417962004
Colima,87.1,2010,2,2010 Q2,2010-07-01,MEX,Región Centro-Norte,0,0,0,75.21588946459413
Colima,89.3,2010,3,2010 Q3,2010-10-01,MEX,Región Centro-Norte,0,0,0,77.11571675302245
Colima,94.3,2010,4,2010 Q4,2011-01-01,MEX,Región Centro-Norte,0,0,0,81.43350604490502
Colima,94.4,2011,1,2011 Q1,2011-04-01,MEX,Región Centro-Norte,0,0,0,81.51986183074267
Colima,96.4,2011,2,2011 Q2,2011-07-01,MEX,Región Centro-Norte,0,0,0,83.24697754749569
Colima,98.5,2011,3,2011 Q3,2011-10-01,MEX,Región Centro-Norte,0,0,0,85.06044905008636
Colima,95.3,2011,4,2011 Q4,2012-01-01,MEX,Región Centro-Norte,0,0,0,82.29706390328153
Colima,96.1,2012,1,2012 Q1,2012-04-01,MEX,Región Centro-Norte,0,0,0,82.98791018998273
Colima,100.3,2012,2,2012 Q2,2012-07-01,MEX,Región Centro-Norte,0,0,0,86.61485319516407
Colima,99.4,2012,3,2012 Q3,2012-10-01,MEX,Región Centro-Norte,0,0,0,85.83765112262523
Colima,100.1,2012,4,2012 Q4,2013-01-01,MEX,Región Centro-Norte,0,0,0,86.44214162348877
Colima,98.2,2013,1,2013 Q1,2013-04-01,MEX,Región Centro-Norte,0,0,0,84.80138169257341
Colima,101.4,2013,2,2013 Q2,2013-07-01,MEX,Región Centro-Norte,0,0,0,87.56476683937825
Colima,100.2,2013,3,2013 Q3,2013-10-01,MEX,Región Centro-Norte,0,0,0,86.52849740932643
Colima,100,2013,4,2013 Q4,2014-01-01,MEX,Región Centro-Norte,0,0,0,86.35578583765113
Colima,103.8,2014,1,2014 Q1,2014-04-01,MEX,Región Centro-Norte,0,0,0,89.63730569948186
Colima,101.7,2014,2,2014 Q2,2014-07-01,MEX,Región Centro-Norte,0,0,0,87.8238341968912
Colima,101.7,2014,3,2014 Q3,2014-10-01,MEX,Región Centro-Norte,0,0,0,87.8238341968912
Colima,102.6,2014,4,2014 Q4,2015-01-01,MEX,Región Centro-Norte,0,0,0,88.60103626943004
Colima,103.9,2015,1,2015 Q1,2015-04-01,MEX,Región Centro-Norte,0,0,0,89.72366148531952
Colima,103,2015,2,2015 Q2,2015-07-01,MEX,Región Centro-Norte,0,0,0,88.94645941278065
Colima,105.4,2015,3,2015 Q3,2015-10-01,MEX,Región Centro-Norte,0,0,0,91.01899827288429
Colima,106.9,2015,4,2015 Q4,2016-01-01,MEX,Región Centro-Norte,0,0,0,92.31433506044905
Colima,106.9,2016,1,2016 Q1,2016-04-01,MEX,Región Centro-Norte,0,0,0,92.31433506044905
Colima,106,2016,2,2016 Q2,2016-07-01,MEX,Región Centro-Norte,0,0,0,91.5371329879102
Colima,108.3,2016,3,2016 Q3,2016-10-01,MEX,Región Centro-Norte,0,0,0,93.52331606217616
Colima,109.9,2016,4,2016 Q4,2017-01-01,MEX,Región Centro-Norte,0,0,0,94.9050086355786
Colima,108.3,2017,1,2017 Q1,2017-04-01,MEX,Región Centro-Norte,0,0,0,93.52331606217616
Colima,110,2017,2,2017 Q2,2017-07-01,MEX,Región Centro-Norte,0,0,0,94.99136442141624
Colima,112.3,2017,3,2017 Q3,2017-10-01,MEX,Región Centro-Norte,0,0,0,96.97754749568222
Colima,115.5,2017,4,2017 Q4,2018-01-01,MEX,Región Centro-Norte,0,0,0,99.74093264248705
Colima,112.7,2018,1,2018 Q1,2018-04-01,MEX,Región Centro-Norte,0,0,0,97.32297063903282
Colima,116.8,2018,2,2018 Q2,2018-07-01,MEX,Región Centro-Norte,1,0,0,100.86355785837651
Colima,115.8,2018,3,2018 Q3,2018-10-01,MEX,Región Centro-Norte,1,0,0,100
Colima,114.2,2018,4,2018 Q4,2019-01-01,MEX,Región Centro-Norte,1,1,0,98.61830742659758
Colima,116.7,2019,1,2019 Q1,2019-04-01,MEX,Región Centro-Norte,1,1,0,100.77720207253887
Colima,118.4,2019,2,2019 Q2,2019-07-01,MEX,Región Centro-Norte,1,1,0,102.24525043177894
Colima,121.2,2019,3,2019 Q3,2019-10-01,MEX,Región Centro-Norte,1,1,0,104.66321243523315
Colima,120.9,2019,4,2019 Q4,2020-01-01,MEX,Región Centro-Norte,1,1,0,104.40414507772022
Chiapas,93.5,2010,1,2010 Q1,2010-04-01,MEX,Región Sur-Sureste,0,0,0,96.19341563786008
Chiapas,94.5,2010,2,2010 Q2,2010-07-01,MEX,Región Sur-Sureste,0,0,0,97.22222222222221
Chiapas,100.1,2010,3,2010 Q3,2010-10-01,MEX,Región Sur-Sureste,0,0,0,102.98353909465018
Chiapas,97.6,2010,4,2010 Q4,2011-01-01,MEX,Región Sur-Sureste,0,0,0,100.41152263374484
Chiapas,97.5,2011,1,2011 Q1,2011-04-01,MEX,Región Sur-Sureste,0,0,0,100.30864197530865
Chiapas,100.6,2011,2,2011 Q2,2011-07-01,MEX,Región Sur-Sureste,0,0,0,103.49794238683128
Chiapas,100.1,2011,3,2011 Q3,2011-10-01,MEX,Región Sur-Sureste,0,0,0,102.98353909465018
Chiapas,99.5,2011,4,2011 Q4,2012-01-01,MEX,Región Sur-Sureste,0,0,0,102.36625514403292
Chiapas,101.3,2012,1,2012 Q1,2012-04-01,MEX,Región Sur-Sureste,0,0,0,104.21810699588477
